,City,Lat,Long,Date,Cloudiness,Humidity,Max Temp,Min Temp,Windspeed,Lng
376,lola,7.8, ,1627344736,70,99,69.3,69.3,3.56,-8.5333
377,coquimbo,-29.9533, ,1627344513,0,87,53.33,53.33,3.44,-71.3436
378,koregaon,18.65, ,1627344737,96,83,73.51,73.51,17.2,74.0833
379,salinopolis,-0.6136, ,1627344737,41,81,79.14,79.14,10.71,-47.3561
380,xiongyue,40.1774, ,1627344737,63,71,79.68,79.68,3.13,122.1228
381,leningradskiy,69.3833, ,1627344386,61,79,42.06,42.06,7.67,178.4167
382,port macquarie,-31.4333, ,1627344542,1,53,62.89,59.38,3.83,152.9167
384,suntar,62.1444, ,1627344738,45,51,78.82,78.82,3.2,117.6319
385,gdynia,54.5189, ,1627344739,0,88,70.05,63.84,3.44,18.5319
386,zeya,53.75, ,1627344445,57,62,75.4,75.4,3.06,127.2667
387,port hedland,-20.3167, ,1627344479,71,100,66.25,66.25,8.05,118.5667
388,xuddur,4.1213, ,1627344739,53,79,68.79,68.79,18.37,43.8894
389,naziya,59.8, ,1627344739,26,71,61.7,60.08,4.07,31.3833
390,lagoa,39.05, ,1627344497,86,88,70.79,70.79,8.68,-27.9833
391,mangrol,21.1167, ,1627344740,100,86,81.82,81.82,18.25,70.1167
392,cotonou,6.3654, ,1627344740,42,76,76.6,76.6,16.13,2.4183
394,darhan,49.4867, ,1627344741,35,71,63.84,63.84,1.95,105.9228
395,fortuna,40.5982, ,1627344741,1,81,95.47,56.98,14.97,-124.1573
396,angicos,-5.6656, ,1627344741,77,70,75.22,75.22,15.88,-36.6011
397,mantua,45.1667, ,1627344742,65,79,72.72,69.98,6.78,10.7833
398,krasnyy chikoy,50.3643, ,1627344742,87,74,62.35,62.35,2.73,108.7512
399,castanos,26.7833, ,1627344742,23,23,93.92,93.92,14.12,-101.4167
400,barysh,53.6553, ,1627344743,53,61,61.57,61.57,5.41,47.1123
401,shaunavon,49.6501, ,1627344743,0,16,91,91,5.3,-108.4181
402,san policarpo,12.1791, ,1627344743,100,75,83.12,83.12,9.42,125.5072
403,muroto,33.2833, ,1627344744,65,71,80.22,80.22,5.55,134.15
404,zhangjiakou,40.81, ,1627344744,100,71,70.92,70.92,3,114.8794
405,khvoynaya,58.9, ,1627344744,73,70,60.89,60.89,2.98,34.5333
406,bellevue,47.6104, ,1627344690,1,46,87.49,73.15,5.01,-122.2007
407,badacsonytomaj,46.8071, ,1627344745,70,58,75.78,71.62,5.03,17.5138
408,kumluca,36.3703, ,1627344745,0,40,85.75,85.75,7.34,30.2869
409,ahuimanu,21.4447, ,1627344746,40,60,91.11,82.45,11.5,-157.8378
410,borisoglebskiy,57.2586, ,1627344746,45,71,60.44,60.44,6.11,39.1508
411,aklavik,68.2191, ,1627344422,100,76,57.25,57.25,2.59,-135.0107
412,taseyevo,57.2169, ,1627344746,50,66,68.2,68.2,2.55,94.8978
413,vanimo,-2.6741, ,1627344747,72,68,83.14,83.14,5.37,141.3028
414,tondano,1.3038, ,1627344747,97,72,75.29,75.29,5.59,124.9112
415,sobolevo,54.4299, ,1627344748,80,77,62.94,62.94,5.48,31.8996
416,la libertad,-2.2333, ,1627344748,69,85,70.5,70.5,5.59,-80.9
417,tomatlan,19.9333, ,1627344748,77,66,86.04,86.04,7.43,-105.25
418,xichang,27.8964, ,1627344749,83,85,68.11,68.11,1.74,102.2634
419,figeac,44.75, ,1627344749,54,88,60.1,47.82,2.51,1.9167
420,linxia,35.6003, ,1627344749,97,55,63.97,63.97,2.26,103.2064
421,shuyskoye,59.3736, ,1627344749,43,96,54.18,54.18,3.78,41.0305
422,san cristobal,7.7669, ,1627344357,94,99,67.17,67.17,3.6,-72.225
423,shelburne,44.0787, ,1627344537,5,72,78.28,69.53,6.35,-80.2041
424,goranboy,40.6103, ,1627344750,1,43,80.89,80.89,6.89,46.7897
425,maun,-19.9833, ,1627344750,0,50,45.27,45.27,5.59,23.4167
426,las palmas,28.4204, ,1627344751,20,78,70.59,70.59,12.66,-14.0131
427,labuhan,-6.8844, ,1627344402,8,80,74.61,74.61,6.38,112.2051
429,kuryk,43.2, ,1627344396,44,25,86.54,86.54,20.8,51.65
430,ulladulla,-35.35, ,1627344528,86,48,65.88,60.76,10.18,150.4667
432,barcelos,41.5388, ,1627344397,5,93,65.28,60.94,3.11,-8.6151
433,chumikan,54.7183, ,1627344527,100,52,71.91,71.91,3.51,135.315
434,gazojak,41.1875, ,1627344752,0,21,80.15,80.15,11.79,61.4036
435,canutama,-6.5339, ,1627344752,70,45,84.9,84.9,1.61,-64.3831
436,salem,11.65, ,1627344662,100,91,73.71,73.71,3.51,78.1667
438,walvis bay,-22.9575, ,1627344753,0,38,68.09,68.09,5.3,14.5053
440,chuy,-33.6971, ,1627344753,51,81,47.8,47.8,10.94,-53.4616
441,vershino-darasunskiy,52.35, ,1627344754,41,79,58.91,58.91,5.23,115.5167
442,saldanha,-33.0117, ,1627344754,23,85,55.38,55.38,9.82,17.9442
443,robertson,36.5167, ,1627344754,20,79,88.25,79.21,4.61,-86.8667
444,valdemarpils,57.3707, ,1627344755,100,67,67.42,67.42,5.99,22.5919
445,vokhma,58.9303, ,1627344755,87,98,51.42,51.42,5.48,46.7586
446,beroroha,-21.6667, ,1627344755,11,79,58.17,58.17,4.9,45.1667
447,resplendor,-19.3256, ,1627344756,27,71,66.99,66.99,1.43,-41.2553
448,angoche,-16.2325, ,1627344756,51,84,66.92,66.92,10.31,39.9086
449,kualakapuas,-3.0091, ,1627344757,5,79,76.77,76.77,3.47,114.3876
450,qui nhon,13.7667, ,1627344757,39,66,84.52,84.52,15.1,109.2333
452,svetlogorsk,52.6333, ,1627344757,40,64,63.93,63.93,6.71,29.7333
453,vasai,19.47, ,1627344509,100,84,82.49,82.49,18.16,72.8
454,marshalltown,42.0494, ,1627344758,1,51,86.02,81.86,6.91,-92.908
455,bandarbeyla,9.4942, ,1627344505,34,76,76.93,76.93,24.18,50.8122
456,mahon,39.8885, ,1627344758,0,64,75.76,75.76,6.91,4.2658
457,asilah,35.465, ,1627344758,0,86,67.96,67.96,2.46,-6.0348
458,chegdomyn,51.1167, ,1627344759,100,96,71.38,71.38,2.8,133.0167
459,olkhovka,53.2115, ,1627344759,40,57,52.54,52.54,6.33,60.6069
460,rtishchevo,52.2604, ,1627344759,19,59,59.86,59.86,4.54,43.7874
461,yarim,14.298, ,1627344760,100,69,59.92,59.92,2.44,44.3779
462,uglegorsk,49.0833, ,1627344760,99,74,74.28,74.28,6.53,142.0333
463,sur,22.5667, ,1627344545,82,53,91.54,91.54,14.56,59.5289
464,kedrovyy,56.1667, ,1627344730,97,97,63.01,63.01,6.69,91.8167
465,yinchuan,38.4681, ,1627344760,34,40,77.74,77.74,4.68,106.2731
466,kununurra,-15.7667, ,1627344761,100,78,73.38,73.38,1.14,128.7333
467,kozhva,65.1073, ,1627344761,99,94,43.63,43.63,6.51,57.0459
468,barsovo,61.1667, ,1627344762,100,73,53.73,53.73,7.16,73.1667
469,villa union,23.2, ,1627344762,20,74,89.02,87.76,9.22,-106.2333
470,gornyak,50.9942, ,1627344762,13,90,55.92,55.92,7.23,81.4661
471,shama,33.6102, ,1627344763,100,85,58.78,58.78,4.34,104.2852
472,igrim,63.1906, ,1627344763,82,70,50.77,50.77,3.67,64.4162
473,mooresville,35.5849, ,1627344696,94,89,77.58,70,3.27,-80.8101
476,waingapu,-9.6567, ,1627344492,52,75,77.85,77.85,7.02,120.2641
477,myitkyina,25.3833, ,1627344764,94,99,75.83,75.83,0.58,97.4
478,kloulklubed,7.0419, ,1627344764,100,79,84.7,84.7,17.96,134.2556
479,northam,51.0333, ,1627344764,100,95,64.65,60.73,10.4,-4.2167
480,san jose,37.3394, ,1627344764,75,32,93.09,56.61,12.66,-121.895
481,sola,-13.8833, ,1627344480,32,78,80.22,80.22,16.58,167.55
482,flinders,-34.5833, ,1627344765,67,58,67.37,56.8,5.99,150.8552
483,kutum,14.2, ,1627344765,100,87,68.32,68.32,7.23,24.6667
484,batagay-alyta,67.8006, ,1627344766,75,73,55.18,55.18,11.25,130.4114
485,sorland,67.667, ,1627344766,16,94,53.24,53.24,11.61,12.6934
486,senanga,-16.1167, ,1627344766,53,47,50.25,50.25,7.83,23.2667
487,safaga,26.7292, ,1627344767,0,46,87.94,87.94,9.48,33.9365
488,menongue,-14.6585, ,1627344767,22,49,47.64,47.64,6.06,17.691
489,alta floresta,-9.8756, ,1627344767,49,38,77.94,77.94,2.35,-56.0861
490,vikulovo,56.8167, ,1627344768,100,70,54.81,54.81,5.28,70.6107
491,fairbanks,64.8378, ,1627344436,20,47,72.01,68.92,7,-147.7164
492,nadym,65.5333, ,1627344768,72,68,50.85,50.85,4.27,72.5167
493,morant bay,17.8815, ,1627344768,62,84,83.82,79.63,9.31,-76.4093
494,kosh-agach,50, ,1627344769,51,68,56.57,56.57,1.66,88.6667
495,zhuhai,22.2769, ,1627344418,85,79,89.71,85.78,2.3,113.5678
496,labrea,-7.2586, ,1627344769,54,43,85.37,85.37,1.32,-64.7981
497,kenai,60.5544, ,1627344370,1,77,66.02,57.09,9.22,-151.2583
498,kargil,34.5667, ,1627344769,14,58,64.78,64.78,4.47,76.1
499,puerto madryn,-42.7692, ,1627344565,98,61,42.91,42.91,25.61,-65.0385
500,pangkalanbuun,-2.6833, ,1627344465,7,82,76.93,76.93,2.57,111.6167
502,anloga,5.7947, ,1627344770,17,80,76.12,76.12,15.41,0.8973
503,reo,12.3167, ,1627344771,75,62,81.48,81.48,10.8,-2.4667
505,cabra,37.4725, ,1627344771,0,65,77.9,70.9,3.2,-4.4421
506,perene,-10.9492, ,1627344771,38,74,74.12,74.12,0.92,-75.2261
507,ayolas,-27.4, ,1627344772,98,92,62.85,62.85,14.65,-56.9
508,jalingo,8.8833, ,1627344772,95,97,71.82,71.82,4.52,11.3667
509,koumac,-20.5667, ,1627344772,99,59,72.54,72.54,8.25,164.2833
510,lompoc,34.6391, ,1627344363,100,75,78.13,64.6,6.91,-120.4579
511,abeokuta,7.15, ,1627344773,79,87,71.78,71.78,4.85,3.35
512,snezhnogorsk,69.1933, ,1627344773,63,92,35.38,35.38,6.04,33.2531
514,mitsamiouli,-11.3847, ,1627344482,0,68,75.38,75.38,9.15,43.2844
515,kaduqli,11.0167, ,1627344773,77,97,69.55,69.55,4.81,29.7167
516,san francisco,37.7749, ,1627344661,75,80,88.81,56.71,5.01,-122.4194
517,avera,33.194, ,1627344297,14,60,91.27,82.9,6.55,-82.5271
518,pevek,69.7008, ,1627344329,87,89,36.36,36.36,16.75,170.3133
519,yatou,37.15, ,1627344774,95,70,82.24,82.24,8.84,122.3833
520,maniitsoq,65.4167, ,1627344521,57,76,51.85,51.85,13.69,-52.9
522,ubinskoye,55.3068, ,1627344774,53,73,51.04,51.04,8.79,79.6802
523,petropavlovsk-kamchatskiy,53.0452, ,1627344775,40,57,77.59,77.59,11.18,158.6483
524,severomuysk,56.1481, ,1627344775,0,52,60.75,60.75,3.71,113.4267
525,haines junction,60.7522, ,1627344515,100,88,52.43,52.43,3.65,-137.5108
526,rongcheng,30.634, ,1627344776,100,98,77.38,77.38,9.69,117.8517
527,areosa,41.7178, ,1627344372,5,92,65.91,62.08,10.71,-8.8571
528,susanville,40.4163, ,1627344612,1,22,92.08,69.12,11.01,-120.653
529,dubuque,42.4833, ,1627344590,1,53,86.52,81.88,4.61,-90.8668
530,shimanovsk,52, ,1627344776,96,85,70.61,70.61,6.35,127.7
531,bilma,18.6853, ,1627344534,94,39,91.94,91.94,7.05,12.9164
532,kholodnyy,62.7167, ,1627344736,56,68,57.06,57.06,1.43,147.95
533,gravatai,-29.9444, ,1627344677,90,100,67.87,62.35,2.3,-50.9919
534,kyra,49.5776, ,1627344777,100,81,59.83,59.83,2.57,111.9753
535,mian channun,30.44, ,1627344777,80,46,94.51,94.51,14,72.3543
536,grand gaube,-20.0064, ,1627344440,38,86,66.38,66.38,4,57.6608
537,kandrian,-6.2167, ,1627344778,100,94,77.02,77.02,8.37,149.55
539,boromo,11.75, ,1627344778,73,66,79.97,79.97,9.95,-2.9333
540,mandali,33.7499, ,1627344778,9,12,104.05,104.05,17.02,45.5541
541,udachnyy,66.4167, ,1627344452,25,44,80.31,80.31,5.01,112.4
542,warmbad,-28.45, ,1627344779,0,31,56.97,56.97,10.11,18.7333
543,hamilton,39.1834, ,1627344289,1,53,85.05,79.07,5.75,-84.5333
544,viedma,-40.8135, ,1627344633,47,52,44.19,44.19,22.82,-62.9967
545,santa vitoria do palmar,-33.5189, ,1627344780,57,82,48.22,48.22,10.8,-53.3681
546,usinsk,65.9939, ,1627344780,100,96,42.31,42.31,10.11,57.5281
547,adre,13.4667, ,1627344780,100,81,73.29,73.29,2.55,22.2
548,hoi an,15.8794, ,1627344780,88,65,87.76,87.76,10.36,108.335
551,kaiserslautern,49.45, ,1627344781,48,88,63.1,60.04,6.58,7.75
552,namatanai,-3.6667, ,1627344441,33,65,84.2,84.2,4.74,152.4333
553,biswan,27.5, ,1627344781,97,87,82.15,82.15,3.98,81.0
554,xining,36.6167, ,1627344782,86,82,56.43,56.43,2.95,101.7667
555,beloha,-25.1667, ,1627344782,58,68,61.47,61.47,12.24,45.05
556,vestmannaeyjar,63.4427, ,1627344783,100,83,50.86,50.86,12.17,-20.2734
557,clyde river,70.4692, ,1627344377,40,93,39.43,39.43,3.44,-68.5914
558,karratha,-20.7377, ,1627344456,43,68,69.89,69.89,7.23,116.8463
559,wonogiri,-7.8144, ,1627344783,22,83,72.64,72.64,3.51,110.9259
560,khandyga,62.6667, ,1627344783,78,58,71.53,71.53,2.91,135.6
561,sarh,9.1429, ,1627344784,100,98,70.5,70.5,2.68,18.3923
562,portland,45.5234, ,1627344784,40,40,92.97,84.11,5.01,-122.6762
563,praia da vitoria,38.7333, ,1627344388,86,84,74.75,74.75,8.86,-27.0667
564,nyimba,-14.5566, ,1627344785,79,67,57.18,57.18,8.14,30.8149
565,pitkyaranta,61.5734, ,1627344785,42,80,59.86,59.86,2.95,31.4792
566,burnie,-41.0667, ,1627344785,92,85,55.92,55.92,12.71,145.9167
567,takab,36.4009, ,1627344786,51,43,74.32,74.32,7.34,47.1133
569,kavaratti,10.5669, ,1627344786,100,80,81.09,81.09,19.22,72.642
570,nuziders,47.1667, ,1627344786,83,95,61.32,56.64,4,9.8
571,ballina,-28.8667, ,1627344767,0,50,60.98,60.98,3.33,153.5667
572,mazara del vallo,37.6641, ,1627344787,0,89,79.54,75.99,15.77,12.588
573,chiesd,47.3833, ,1627344787,56,76,76.19,75.11,5.28,22.8833
574,klyuchi,52.2667, ,1627344788,0,75,57.54,57.54,5.68,79.1667
575,murgab,37.4966, ,1627344788,0,25,87.24,87.24,14.47,61.9714
576,tuy hoa,13.0833, ,1627344788,31,63,84.88,84.88,17.31,109.3
577,severo-kurilsk,50.6789, ,1627344388,100,87,60.76,60.76,7.43,156.125
578,paita,-5.0892, ,1627344789,0,81,69.04,69.04,16.84,-81.1144
